source_id,repository,commit,path,blob_sha256,license_spdx,component_type,semantic_symbols,roles_storage_invariants,economic_signature_lifecycle,disposition,disposition_reason,target_pallet,target_native_surface,rust_sdk_surface,typescript_sdk_surface,reference_app_owner,semantic_evidence,approval_state,symbol_disposition_state,approval_manifest_schema_version,approval_manifest_path,approval_manifest_sha256,deployment_state_input,compatibility_or_data_migration
attestation-protocol:evm/contracts/AttestationService.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/AttestationService.sol,93c92ced3f67a7b792c02480d15154f2e061ec8565eb158cc22e2160e2067e6f,GPL-3.0-only,contract,function:_attest;function:_callResolverOnAttest;function:_callResolverOnRevoke;function:_mergeIDs;function:_revoke;function:_revokeOffchain;function:_timestamp;function:attest;function:attestByDelegation;function:constructor;function:getAttestationById;function:getAttestationByIds;function:getRevokeOffchain;function:getSchemaRegistry;function:getTimestamp;function:isActive;function:isAttestationValid;function:multiAttest;function:multiAttestByDelegation;function:multiRevoke;function:multiRevokeByDelegation;function:multiRevokeOffchain;function:multiTimestamp;function:revoke;function:revokeByDelegation;function:revokeOffchain;function:timestamp;state:_attestations;state:_revocationsOffchain;state:_schemaRegistry;state:_timestamps;state:attestationCount,"declares attestationCount, _attestations, _timestamps, _revocationsOffchain and immutable _schemaRegistry; non-unique IDs use ++attestationCount while unique-schema IDs use keccak256(attester, recipient, schema)",attest can create/overwrite unique slots; revoke mutates revocationTime; overwrite resets time/expiration/revocation/data; timestamp and off-chain-revocation mappings are separately mutable,intentional-change,split attestation/schema/index semantics into bounded native state while retiring callbacks/timestamps and changing batches/IDs,Attestation,Attestation calls/runtime APIs/events/errors,attestation,attestation,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/AttestationService.sol,manifest:APPROVED,"mixed:intentional-change,retired",1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/contracts/EIP712Verifier.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/EIP712Verifier.sol,ebe2e9a89538324483e805683519282c2eaf92797cb5cc77b468e42b82ceca37,GPL-3.0-only,contract,error:EIP712Verifier__DeadlineExpired;error:EIP712Verifier__InvalidNonce;error:EIP712Verifier__InvalidSignature;event:NonceIncreased;function:_time;function:_verifyAttest;function:_verifyRevoke;function:constructor;function:getAttestTypeHash;function:getDomainSeparator;function:getName;function:getNonce;function:getRevokeTypeHash;function:increaseNonce;state:ATTEST_TYPEHASH;state:REVOKE_TYPEHASH;state:_nonces,"declared contract state: ATTEST_TYPEHASH, REVOKE_TYPEHASH, _nonces; declarations functions=10, events=1, errors=3, structs=0, fields=0; no *_ROLE constant declared","source token evidence: signature/nonce/deadline=deadline,nonce,signature; time/expiry/revoke=expiration,revoke,timestamp",intentional-change,replace EIP-712 domain with signed SCALE intent and explicit nonce/deadline,Attestation+MetaTx,native delegated-attestation call and intent verifier,attestation.submitDelegated,attestation.submitDelegated,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/EIP712Verifier.sol,manifest:APPROVED,all:intentional-change,1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/contracts/RecipientAndAttesterIndexResolver.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/RecipientAndAttesterIndexResolver.sol,6e0d45a128cc4dd0e4968e03b70dc00b5b4220bb6e1461bd6525cca408ee80ce,GPL-3.0-only,contract,error:RecipientAndAttesterIndexResolver__AccessDenied;error:RecipientAndAttesterIndexResolver__InvalidService;error:RecipientAndAttesterIndexResolver__PageSizeTooLarge;function:_compositeKey;function:_page;function:constructor;function:countByAttester;function:countByRecipientAndSchema;function:getService;function:isActiveAny;function:listByAttester;function:listByRecipientAndSchema;function:onAttest;function:onRevoke;modifier:onlyService;state:MAX_PAGE_SIZE;state:_attestationsByAttester;state:_attestationsByRecipientAndSchema;state:_service,"declared contract state: MAX_PAGE_SIZE, _attestationsByAttester, _attestationsByRecipientAndSchema, _service; declarations functions=11, events=0, errors=3, structs=0, fields=0; no *_ROLE constant declared",source token evidence: time/expiry/revoke=revoke,intentional-change,split attestation/schema/index semantics into bounded native state while retiring callbacks/timestamps and changing batches/IDs,Attestation,Attestation calls/runtime APIs/events/errors,attestation,attestation,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/RecipientAndAttesterIndexResolver.sol,manifest:APPROVED,all:intentional-change,1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/contracts/SchemaRegistry.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/SchemaRegistry.sol,f39432c28ed5b1ddc17a1b001a6ebd1e69dddda28822136924f90f3f1fe7bf91,GPL-3.0-only,contract,function:getSchema;function:register;function:schemaCount;state:_count;state:_schemas,"declares mutable _count and _schemas; register assigns id = ++_count and stores registerer, resolver, revocable, unique and schema fields",register is append-only by incrementing counter; source exposes getSchema and schemaCount,intentional-change,split attestation/schema/index semantics into bounded native state while retiring callbacks/timestamps and changing batches/IDs,Attestation,Attestation calls/runtime APIs/events/errors,attestation,attestation,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/SchemaRegistry.sol,manifest:APPROVED,all:intentional-change,1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/contracts/Semver.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/Semver.sol,01fb89fed51c1c066fc1c5c28ed8dcecd8c6338730bc8ccb06e63d0c6d5e0c17,GPL-3.0-only,contract,function:constructor;function:version;state:_major;state:_minor;state:_patch,"declared contract state: _major, _minor, _patch; declarations functions=2, events=0, errors=0, structs=0, fields=0; no *_ROLE constant declared",source token evidence: none of the audited lifecycle/economic token groups,intentional-change,use runtime spec/transaction/schema versions rather than contract semver,System,runtime version and SDK version matrix,system.version,system.version,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/Semver.sol,manifest:APPROVED,all:intentional-change,1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/contracts/interfaces/IAttestationResolver.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/interfaces/IAttestationResolver.sol,ffcd0a745cf986bc099a530cb2092e5b327387cfc6e3ebe3c9547052ec4be064,GPL-3.0-only,interface,function:onAttest;function:onRevoke,"no contract state variables declared; declarations functions=2, events=0, errors=0, structs=0, fields=0; no *_ROLE constant declared",source token evidence: time/expiry/revoke=revoke,intentional-change,split attestation/schema/index semantics into bounded native state while retiring callbacks/timestamps and changing batches/IDs,Attestation,Attestation calls/runtime APIs/events/errors,attestation,attestation,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/interfaces/IAttestationResolver.sol,manifest:APPROVED,all:intentional-change,1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/contracts/interfaces/IAttestationService.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/interfaces/IAttestationService.sol,28988fa5fc49510b8075582eb78180ee71ff53ce70fdc363b83c1b1bb2d8e293,GPL-3.0-only,interface,error:AttestationService__AccessDenied;error:AttestationService__AlreadyRevoked;error:AttestationService__AlreadyRevokedOffchain;error:AttestationService__AlreadyTimestamped;error:AttestationService__InvalidExpirationTime;error:AttestationService__InvalidLength;error:AttestationService__InvalidRegistry;error:AttestationService__InvalidSchema;error:AttestationService__Irrevocable;error:AttestationService__NotFound;error:AttestationService__ResolverRejected;error:AttestationService__RevocableMismatch;error:AttestationService__WrongSchema;event:Attested;event:Revoked;event:RevokedOffchain;event:Timestamped;field:Attestation.attester;field:Attestation.data;field:Attestation.expirationTime;field:Attestation.id;field:Attestation.recipient;field:Attestation.refId;field:Attestation.revocable;field:Attestation.revocationTime;field:Attestation.schema;field:Attestation.time;field:AttestationRequest.data;field:AttestationRequest.schema;field:AttestationRequestData.data;field:AttestationRequestData.expirationTime;field:AttestationRequestData.recipient;field:AttestationRequestData.refId;field:AttestationRequestData.revocable;field:DelegatedAttestationRequest.attester;field:DelegatedAttestationRequest.data;field:DelegatedAttestationRequest.deadline;field:DelegatedAttestationRequest.schema;field:DelegatedAttestationRequest.signature;field:DelegatedRevocationRequest.data;field:DelegatedRevocationRequest.deadline;field:DelegatedRevocationRequest.revoker;field:DelegatedRevocationRequest.schema;field:DelegatedRevocationRequest.signature;field:MultiAttestationRequest.data;field:MultiAttestationRequest.schema;field:MultiDelegatedAttestationRequest.attester;field:MultiDelegatedAttestationRequest.data;field:MultiDelegatedAttestationRequest.deadline;field:MultiDelegatedAttestationRequest.schema;field:MultiDelegatedAttestationRequest.signatures;field:MultiDelegatedRevocationRequest.data;field:MultiDelegatedRevocationRequest.deadline;field:MultiDelegatedRevocationRequest.revoker;field:MultiDelegatedRevocationRequest.schema;field:MultiDelegatedRevocationRequest.signatures;field:MultiRevocationRequest.data;field:MultiRevocationRequest.schema;field:RevocationRequest.data;field:RevocationRequest.schema;field:RevocationRequestData.id;field:Signature.r;field:Signature.s;field:Signature.v;function:attest;function:attestByDelegation;function:attestationCount;function:getAttestationById;function:getAttestationByIds;function:getRevokeOffchain;function:getSchemaRegistry;function:getTimestamp;function:isActive;function:isAttestationValid;function:multiAttest;function:multiAttestByDelegation;function:multiRevoke;function:multiRevokeByDelegation;function:multiRevokeOffchain;function:multiTimestamp;function:revoke;function:revokeByDelegation;function:revokeOffchain;function:timestamp;struct:Attestation;struct:AttestationRequest;struct:AttestationRequestData;struct:DelegatedAttestationRequest;struct:DelegatedRevocationRequest;struct:MultiAttestationRequest;struct:MultiDelegatedAttestationRequest;struct:MultiDelegatedRevocationRequest;struct:MultiRevocationRequest;struct:RevocationRequest;struct:RevocationRequestData;struct:Signature,"no contract state variables declared; declarations functions=20, events=4, errors=13, structs=12, fields=47; no *_ROLE constant declared","source token evidence: signature/nonce/deadline=deadline,signature; time/expiry/revoke=expiration,revoke,timestamp; batch/multi=multi",intentional-change,split attestation/schema/index semantics into bounded native state while retiring callbacks/timestamps and changing batches/IDs,Attestation,Attestation calls/runtime APIs/events/errors,attestation,attestation,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/interfaces/IAttestationService.sol,manifest:APPROVED,"mixed:intentional-change,retired",1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/contracts/interfaces/ISchemaRegistry.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/interfaces/ISchemaRegistry.sol,34876474a31ad61e6b8d576cee12a0f1932668a9fd27631216b0710f90c0b4ad,GPL-3.0-only,interface,error:SchemaRegistry__EmptySchema;error:SchemaRegistry__SchemaNotFound;event:Registered;field:SchemaRecord.id;field:SchemaRecord.registerer;field:SchemaRecord.resolver;field:SchemaRecord.revocable;field:SchemaRecord.schema;field:SchemaRecord.unique;function:getSchema;function:register;function:schemaCount;struct:SchemaRecord,"no contract state variables declared; declarations functions=3, events=1, errors=2, structs=1, fields=6; no *_ROLE constant declared",source token evidence: none of the audited lifecycle/economic token groups,intentional-change,split attestation/schema/index semantics into bounded native state while retiring callbacks/timestamps and changing batches/IDs,Attestation,Attestation calls/runtime APIs/events/errors,attestation,attestation,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/interfaces/ISchemaRegistry.sol,manifest:APPROVED,all:intentional-change,1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/contracts/interfaces/ISemver.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/contracts/interfaces/ISemver.sol,ce80d79615beb4b21f794a1b559939cab8ac9dd49a690e9109a56f7958caa5f9,GPL-3.0-only,interface,function:version,"no contract state variables declared; declarations functions=1, events=0, errors=0, structs=0, fields=0; no *_ROLE constant declared",source token evidence: none of the audited lifecycle/economic token groups,intentional-change,use runtime spec/transaction/schema versions rather than contract semver,System,runtime version and SDK version matrix,system.version,system.version,attestation-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/contracts/interfaces/ISemver.sol,manifest:APPROVED,all:intentional-change,1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
attestation-protocol:evm/test/AttestationService.t.sol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,evm/test/AttestationService.t.sol,79843edd40ae5dcbc00758990e906d1771bf5a800b3fd0bdeae63114a6dc5bfa,GPL-3.0-only,fixture,function:_attest;function:setUp;function:test_attest_basic;function:test_attest_emitsEvent;function:test_attest_incrementsCounter;function:test_attest_revertsOnInvalidRefId;function:test_attest_revertsOnInvalidSchema;function:test_attest_revertsOnPastExpiration;function:test_attest_revertsOnRevocableAgainstIrrevocableSchema;function:test_attest_withExpiration;function:test_attest_withRefId;function:test_constructor_revertsOnZeroRegistry;function:test_constructor_setsRegistry;function:test_getAttestationByIds;function:test_isActive_falseAfterExpiration;function:test_isActive_falseAfterRevocation;function:test_isActive_trueForFreshAttestation;function:test_isAttestationValid;function:test_multiAttest;function:test_multiRevoke;function:test_multiTimestamp;function:test_nonUnique_allowsDuplicates;function:test_revokeOffchain;function:test_revokeOffchain_revertsOnDuplicate;function:test_revoke_basic;function:test_revoke_emitsEvent;function:test_revoke_revertsOnAlreadyRevoked;function:test_revoke_revertsOnIrrevocable;function:test_revoke_revertsOnWrongAttester;function:test_revoke_revertsOnWrongSchema;function:test_timestamp;function:test_timestamp_revertsOnDuplicate;function:test_unique_deterministicId;function:test_unique_differentAttesterAllowed;function:test_unique_overwriteEmitsAttested;function:test_unique_overwriteRevertsOnRevocableChange;function:test_unique_overwritesPrevious;function:test_unique_reattestAfterRevoke;state:alice;state:bob;state:carol;state:registry;state:schemaId;state:service,"test/deployment fixture declarations: functions=38, events=0, errors=0",fixture path is evidence only; source deployment/test execution is not authoritative network state,not-applicable,immutable semantic/test evidence only,none,evidence vector only,none,none,migration-domain-owner,immutable-source:223955deac7298d8b674ede3772c44f4d664d4db:evm/test/AttestationService.t.sol,manifest:APPROVED,all:not-applicable,1,docs/evidence/p0-contract-native/architect-semantic-disposition-approval.json,96cd0595fbc89fcd847ee58dd8427aa59bd008c8639b8f82d9bf4d6095b3b5ae,none,forbidden-clean-genesis
